Date,^GSPC,^NDX,^STOXX50E,^FTSE,^GDAXI,^N225,000001.SS,^NSEI,^HSI,^AXJO
2010-01-28,1084.530029296875,1771.0999755859375,2737.330078125,5145.7001953125,5540.330078125,10414.2900390625,2994.14306640625,4867.25,20356.369140625,4673.2998046875
2010-01-29,1073.8699951171875,1741.0400390625,2776.830078125,5188.5,5608.7900390625,10198.0400390625,2989.2919921875,4882.0498046875,20121.990234375,4569.60009765625
2010-02-01,1089.18994140625,1760.719970703125,2793.2900390625,5247.39990234375,5654.47998046875,10205.01953125,2941.360107421875,4899.7001953125,20243.75,4524.10009765625
2010-02-02,1103.3199462890625,1776.9200439453125,2830.010009765625,5283.2998046875,5709.66015625,10371.08984375,2934.712890625,4830.10009765625,20272.1796875,4605.2998046875
2010-02-03,1097.280029296875,1784.699951171875,2804.610107421875,5253.2001953125,5672.08984375,10404.330078125,3003.8349609375,4931.85009765625,20722.080078125,4647.89990234375
2010-02-04,1063.1099853515625,1732.989990234375,2707.449951171875,5139.2998046875,5533.240234375,10355.98046875,2995.30810546875,4845.35009765625,20341.640625,4621.60009765625
2010-02-05,1066.18994140625,1746.1199951171875,2631.639892578125,5060.89990234375,5434.33984375,10057.08984375,2939.402099609375,4718.64990234375,19665.080078125,4514.10009765625
2010-02-08,1056.739990234375,1734.8800048828125,2664.2900390625,5092.2998046875,5484.85009765625,9951.8203125,2935.174072265625,4760.39990234375,19550.890625,4521.39990234375
2010-02-09,1070.52001953125,1753.8399658203125,2668.429931640625,5111.7998046875,5498.259765625,9932.900390625,2948.842041015625,4792.64990234375,19790.279296875,4505.10009765625
2010-02-10,1068.1300048828125,1749.760009765625,2700.169921875,5132.0,5536.3701171875,9963.990234375,2982.5,4757.2001953125,19922.220703125,4513.39990234375
2010-02-11,1078.469970703125,1775.739990234375,2680.25,5161.5,5503.93017578125,,2985.4990234375,4826.85009765625,20290.689453125,4554.2998046875
2010-02-12,1075.510009765625,1779.1099853515625,2674.4599609375,5142.5,5500.39013671875,10092.1904296875,3018.133056640625,,20268.689453125,4562.10009765625
2010-02-15,,,2683.830078125,5167.5,5511.10009765625,10013.2998046875,,4801.9501953125,,4545.5
